product_id,year,month,region_id,qty,purchase_price
10,2022,3,1,101,119.87
10,2022,3,2,164,194.64
10,2022,3,3,249,295.51
10,2022,3,4,62,73.58
10,2022,4,1,371,1100.76
10,2022,4,2,371,1100.76
10,2022,4,3,178,528.13
10,2022,4,4,355,1053.29
10,2022,5,1,413,1307.06
10,2022,5,2,151,477.88
10,2022,5,3,144,455.73
10,2022,5,4,186,588.65
10,2022,6,1,214,359.8
10,2022,6,2,157,263.96
10,2022,6,3,277,465.72
10,2022,6,4,272,457.31
10,2022,7,1,129,497.57
10,2022,7,2,444,1712.55
10,2022,7,3,211,813.85
10,2022,7,4,131,505.28
10,2022,8,1,245,920.76
10,2022,8,2,491,1845.28
10,2022,8,3,164,616.34
10,2022,8,4,197,740.37
10,2022,9,1,461,911.86
10,2022,9,2,305,603.29
10,2022,9,3,245,484.61
10,2022,9,4,532,1052.3
10,2022,10,1,247,512.99
10,2022,10,2,368,764.3
10,2022,10,3,387,803.76
10,2022,10,4,218,452.76
10,2022,11,1,135,173.57
10,2022,11,2,98,126.0
10,2022,11,3,114,146.57
10,2022,11,4,431,554.14
10,2022,12,1,364,1367.98
10,2022,12,2,569,2138.42
10,2022,12,3,415,1559.65
10,2022,12,4,281,1056.05
10,2023,1,1,526,1508.62
10,2023,1,2,251,719.89
10,2023,1,3,262,751.44
10,2023,1,4,214,613.77
10,2023,2,1,340,773.4
10,2023,2,2,455,1034.99
10,2023,2,3,168,382.15
10,2023,2,4,247,561.85
10,2023,3,1,274,975.55
10,2023,3,2,138,491.34
10,2023,3,3,103,366.72
10,2023,3,4,181,644.43
10,2023,4,1,135,333.79
10,2023,4,2,240,593.4
10,2023,4,3,130,321.42
10,2023,4,4,131,323.9
10,2023,5,1,510,1210.54
10,2023,5,2,391,928.08
10,2023,5,3,233,553.05
10,2023,5,4,375,890.1
10,2023,6,1,572,2149.69
10,2023,6,2,411,1544.62
10,2023,6,3,121,454.74
10,2023,6,4,198,744.12
10,2023,7,1,239,898.21
10,2023,7,2,482,1811.45
10,2023,7,3,223,838.08
10,2023,7,4,124,466.02
10,2023,8,1,488,1158.32
10,2023,8,2,121,287.21
10,2023,8,3,330,783.29
10,2023,8,4,326,773.79
10,2023,9,1,288,939.95
10,2023,9,2,414,1351.17
10,2023,9,3,224,731.07
10,2023,9,4,480,1566.58
10,2023,10,1,173,325.08
10,2023,10,2,436,819.29
10,2023,10,3,446,838.08
10,2023,10,4,166,311.93
10,2023,11,1,303,389.57
10,2023,11,2,104,133.71
10,2023,11,3,374,480.85
10,2023,11,4,351,451.28
10,2023,12,1,584,1559.46
10,2023,12,2,244,651.55
10,2023,12,3,125,333.79
10,2023,12,4,335,894.55
10,2024,1,1,97,326.17
10,2024,1,2,281,944.89
10,2024,1,3,152,511.12
10,2024,1,4,134,450.59
10,2024,2,1,565,2123.38
10,2024,2,2,486,1826.49
10,2024,2,3,368,1383.02
10,2024,2,4,627,2356.39
10,2024,3,1,432,854.5
10,2024,3,2,560,1107.68
10,2024,3,3,102,201.76
10,2024,3,4,149,294.72
10,2024,4,1,421,1207.47
10,2024,4,2,155,444.56
10,2024,4,3,169,484.71
10,2024,4,4,170,487.58
10,2024,5,1,336,498.46
10,2024,5,2,436,646.81
10,2024,5,3,502,744.72
10,2024,5,4,238,353.07
10,2024,6,1,205,486.59
10,2024,6,2,515,1222.4
10,2024,6,3,249,591.03
10,2024,6,4,617,1464.51
10,2024,7,1,192,740.56
10,2024,7,2,108,416.57
10,2024,7,3,315,1214.99
10,2024,7,4,103,397.28
10,2024,8,1,510,807.02
10,2024,8,2,636,1006.41
10,2024,8,3,340,538.02
10,2024,8,4,172,272.17
10,2024,9,1,247,903.85
10,2024,9,2,458,1675.96
10,2024,9,3,222,812.36
10,2024,9,4,564,2063.85
10,2024,10,1,219,801.39
10,2024,10,2,203,742.84
10,2024,10,3,209,764.79
10,2024,10,4,153,559.87
10,2024,11,1,560,1495.37
10,2024,11,2,470,1255.04
10,2024,11,3,186,496.68
10,2024,11,4,456,1217.66
10,2024,12,1,256,531.69
10,2024,12,2,394,818.3
10,2024,12,3,318,660.45
10,2024,12,4,237,492.23
10,2025,1,1,415,985.04
10,2025,1,2,381,904.34
10,2025,1,3,148,351.29
10,2025,1,4,253,600.52
10,2025,2,1,240,332.3
10,2025,2,2,333,461.07
10,2025,2,3,120,166.15
10,2025,2,4,395,546.92
10,2025,3,1,387,459.29
10,2025,3,2,118,140.04
10,2025,3,3,385,456.92
10,2025,3,4,385,456.92
10,2025,4,1,230,386.7
10,2025,4,2,187,314.4
10,2025,4,3,226,379.97
10,2025,4,4,304,511.12
10,2025,5,1,505,1048.83
10,2025,5,2,402,834.91
10,2025,5,3,327,679.15
10,2025,5,4,301,625.15
10,2025,6,1,279,303.52
10,2025,6,2,469,510.23
10,2025,6,3,101,109.88
10,2025,6,4,325,353.57
10,2025,7,1,380,714.06
10,2025,7,2,216,405.89
10,2025,7,3,264,496.08
10,2025,7,4,372,699.03
10,2025,8,1,407,845.3
10,2025,8,2,525,1090.37
10,2025,8,3,348,722.76
10,2025,8,4,385,799.61
10,2025,9,1,195,539.99
10,2025,9,2,416,1151.99
10,2025,9,3,114,315.69
10,2025,9,4,294,814.14
10,2025,10,1,155,398.57
10,2025,10,2,384,987.42
10,2025,10,3,237,609.42
10,2025,10,4,221,568.28
8,2022,1,1,580,1832.34
8,2022,2,1,580,1704.07
8,2022,3,1,580,1431.42
8,2022,4,1,580,1460.05
8,2022,5,1,580,1401.65
8,2022,6,1,580,1135.33
8,2022,7,1,580,1055.86
8,2022,8,1,580,1087.54
8,2022,9,1,580,946.16
8,2022,10,1,580,756.93
8,2022,11,1,580,726.65
8,2022,12,1,580,639.45
8,2023,1,1,326,348.63
8,2023,2,1,326,359.09
8,2023,3,1,326,326.77
8,2023,4,1,326,287.56
8,2023,5,1,326,278.93
8,2023,6,1,326,225.94
8,2023,7,1,326,205.6
8,2023,8,1,326,178.87
8,2023,9,1,326,148.47
8,2023,10,1,326,121.74
8,2023,11,1,326,109.57
8,2023,12,1,326,99.71
8,2024,1,1,319,88.78
8,2024,2,1,319,75.47
8,2024,3,1,319,77.73
8,2024,4,1,319,64.52
8,2024,5,1,319,63.87
8,2024,6,1,319,51.74
8,2024,7,1,319,46.56
8,2024,8,1,319,47.03
8,2024,9,1,319,47.03
8,2024,10,1,319,38.56
8,2024,11,1,319,33.55
8,2024,12,1,319,30.19
8,2025,1,1,310,23.47
8,2025,2,1,310,23.0
8,2025,3,1,310,23.69
8,2025,4,1,310,22.27
8,2025,5,1,310,20.49
8,2025,6,1,310,20.29
8,2025,7,1,310,19.68
8,2025,8,1,310,16.53
8,2025,9,1,310,16.03
8,2025,10,1,310,16.67
